2002-12-15 00:00:00	23	2
-0.0	35.35715
-5.0	35.36955
-10.0	35.37294
-15.0	35.37585
-20.0	35.37428
-25.0	35.37393
-30.0	35.37474
-35.0	35.37522
-40.0	35.37581
-45.0	35.37588
-50.0	35.37631
-55.0	35.37634
-60.0	35.37994
-65.0	35.38491
-70.0	35.38884
-75.0	35.39002
-80.0	35.39034
-85.0	35.39180
-90.0	35.39536
-95.0	35.39577
-100.0	35.40506
-125.0	35.43656
-12000	35.43656
2003-01-15 00:00:00	23	2
-0.0	35.35374
-5.0	35.35130
-10.0	35.35220
-15.0	35.34888
-20.0	35.35446
-25.0	35.35750
-30.0	35.35460
-35.0	35.35484
-40.0	35.35473
-45.0	35.35333
-50.0	35.35127
-55.0	35.34961
-60.0	35.35040
-65.0	35.35011
-70.0	35.34968
-75.0	35.34943
-80.0	35.34794
-85.0	35.35100
-90.0	35.35096
-95.0	35.35233
-100.0	35.35383
-125.0	35.46842
-12000	35.46842
2003-02-15 00:00:00	23	2
-0.0	35.38988
-5.0	35.41365
-10.0	35.43006
-15.0	35.45263
-20.0	35.45028
-25.0	35.44905
-30.0	35.44780
-35.0	35.44606
-40.0	35.44402
-45.0	35.44216
-50.0	35.44157
-55.0	35.44071
-60.0	35.44153
-65.0	35.44021
-70.0	35.43736
-75.0	35.43641
-80.0	35.43359
-85.0	35.43229
-90.0	35.43193
-95.0	35.43540
-100.0	35.43854
-125.0	35.47793
-12000	35.47793
2003-03-15 00:00:00	23	2
-0.0	35.41856
-5.0	35.41676
-10.0	35.42912
-15.0	35.43710
-20.0	35.43547
-25.0	35.43385
-30.0	35.43904
-35.0	35.44119
-40.0	35.44097
-45.0	35.43810
-50.0	35.43078
-55.0	35.42571
-60.0	35.42565
-65.0	35.42732
-70.0	35.42918
-75.0	35.43077
-80.0	35.43188
-85.0	35.43304
-90.0	35.43747
-95.0	35.43996
-100.0	35.44274
-125.0	35.53234
-12000	35.53234
